food_name,tag_name,serving_unit,serving_qty,nf_calories
shrimp lobster bisque,lobster bisque,serving,1,231.6
bluefish,sablefish,oz,3,212.5
bread,bread,slice,1,77.14
breading,breading,tbsp,2,65.49
breadbowl,bread bowl,bread bowl,1,549.81
breadfruit,breadfruit,cup,1,226.6
pita bread,pita,"pita, large (6-1/2"" dia)",1,165
breadstick,breadstick,"stick (9-1/4"" x 3/8"")",1,24.72
brown bread,Brown bread,slice,1,77.43
white bread,white bread,slice (1.3 oz),1,97.89
bread flour,bread flour,cup,1,494.57
bread brown,Brown bread,slice,1,77.43
wheat bread,wheat bread,slice,1,?
garlic bread,garlic bread,slice presliced,1,?
french bread,french bread,regular slice,1,174.08
banana bread,"bread, banana",medium piece,1,?
sourdough bread,sourdough bread,slice,1,?
blueberry bread,blueberry bread,slice,1,?
whole wheat bread,whole wheat bread,slice,1,?
breaded chicken breast,breaded chicken,piece,1,37.8
coconut breaded chicken breast,coconut chicken,"piece, breast",1,373.16
broccoli,broccoli,"spear (about 5"" long)",1,12.95
broccolini,broccolini,cup,1,36.98
broccoli raw,raw broccoli,cup chopped,1,30.94
raw broccoli,raw broccoli,cup chopped,1,30.94
broccoli soup,broccoli soup,bowl (2 cups),1,432.62
broccoli slaw,fresh broccoli slaw,oz,1,9.5
broccoli beef,beef with broccoli,order,1,602.7
beef broccoli,beef with broccoli,order,1,602.7
broccoli rabe,broccoli raab,cup chopped,1,8.8
broccoli salad,broccoli slaw salad,oz,1,207.57
chilis broccoli,chilis steamed broccoli,serving,1,40
cooked broccoli,cooked broccoli,"cup, chopped",0.5,27.3
frozen broccoli,frozen broccoli,cup,1,51.52
boiled broccoli,cooked broccoli,"cup, chopped",0.5,27.3
broccoli cheddar,broccoli and cheese casserole,cup,1,?
chicken broccoli,chinese chicken and broccoli,cup,1,?
broccoli sprouts,broccoli sprouts,cup,1,7.59
broccoli florets,broccoli,"spear (about 5"" long)",1,12.95
steamed broccoli,cooked broccoli,"cup, chopped",0.5,27.3
roasted broccolini,roasted broccolini,cup,1,93.66
chicken buritto,chicken burrito,medium burrito,1,664.12
cabbage,cabbage,"cup, shredded",0.5,17.25
cabbage raw,"cabbage, raw","cup, chopped",1,?
red cabbage,red cabbage,"cup, shredded",1,?
raw cabbage,"cabbage, raw","cup, chopped",1,22.25
napa cabbage,napa cabbage,cup,1,13.08
cabbage soup,cabbage soup,bowl (2 cups),1,169.83
cabbage stew,cabbage stew,cup,1,181.77
cabbage slaw,coleslaw,cup,0.5,174.11
cabbage rolls,cabbage rolls,roll,1,228.59
fried cabbage,fried cabbage,cup,1,114.52
roast cabbage,roasted cabbage,cup,1,87.38
cabbage salad,cabbage salad,salad with dressing,1,329.65
cabbage cooked,cooked cabbage,"cup, shredded",0.5,17.25
cooked cabbage,cooked cabbage,"cup, shredded",0.5,17.25
boiled cabbage,cooked cabbage,"cup, shredded",0.5,17.25
chinese cabbage,chinese cabbage,"cup, shredded",1,9.1
ethiopian cabbage,tikel gomen,cup,1,121.23
cooked red cabbage,"red cabbage, cooked","cup, shredded",1,43.5
corned beef and cabbage,corned beef and cabbage,cups,2,336.07
cake,cake,piece,1,261.97
crab cake,crab cake,medium cake,1,362.14
rice cake,rice cake,cake,1,34.83
pound cake,pound cake,piece,1,215.33
rice cakes,rice cake,cake,1,34.83
creme cake,cream cake,slice,1,413.21
carrot cake,carrot cake,piece,1,577.47
coffee cake,coffee cake,piece (1/9 of 20 oz cake),1,263.34
cheese cake,cheesecake,piece (1 NLEA serving),1,401.25
salmon cake,Salmon patty,patty,1,421.56
lemonade cake,lemonade cake,piece,1,482.05
ice cream cake,ice cream cake,slice,1,256.99
pineapple cake,pineapple upside down cake,"piece (1/9 of 8"" square)",1,366.85
chocolate cake,chocolate cake,piece,1,424.01
brown rice cake,brown rice cake,cake,1,34.83
classic coffee cake,coffee cake,piece (1/9 of 20 oz cake),1,263.34
white cheddar rice cake,white cheddar rice cake,cake,1,45.19
chocolate chip cookie cake,chocolate chip cookie cake,piece,1,349.32
peanut butter chocolate cake,chocolate peanut butter cake,piece,1,482.94
quaker rice cakes white cheddar,quaker cheddar rice cake,cake,1,34.83
carrots,carrot,carrot,1,16.1
carrotslaw,carrot slaw,cup,1,372.91
carrots raw,"carrots, raw",cup chopped,1,52.48
raw carrots,"carrots, raw",cup chopped,1,52.48
carrots baby,baby carrot,baby carrots,10,35
baby carrots,baby carrot,baby carrots,10,35
roast carrots,roasted carrots,cup,1,108.88
carrots cooked,cooked carrots,tbsp,1,3.4
cooked carrots,cooked carrots,tbsp,1,3.4
grated carrots,shredded carrots,cup,0.5,22.55
pureed carrots,carrot puree,jar,1,29.38
boiled carrots,cooked carrots,tbsp,1,3.4
glazed carrots,glazed carrots,cup,1,156.04
steamed carrots,cooked carrots,tbsp,1,3.4
rainbow carrots,rainbow carrots,carrot,1,16.1
roasted carrots,roasted carrots,cup,1,108.88
shredded carrots,shredded carrots,cup,0.5,22.55
saladworks carrots,saladworks carrots,salad,1,10
carrot crunchers carrots,carrot crunchers carrots,oz,2.5,30
bolthouse farms baby carrots,bolthouse farms baby carrots,oz,2.25,25
carne asada,carne asada,oz,1,62.23
carne bistec,carne bistec,cup,1,313.65
carne guisada,carne guisada,serving (about 2 cups),1,572.14
carne adobada,adovada,cup,1,521.61
carne adovada,adovada,cup,1,521.61
chili con carne,chili con carne,bowl (2 cups),1,550.62
carne asada taco,Carne asada taco,Taco,1,197.07
carne en su jugo,carne en su jugo,cups,2,588.35
chilli con carne,chili con carne,bowl (2 cups),1,550.62
carne asada fries,carne asada fries,serving,1,1256.01
carne asada torta,carne asada torta,sandwich,1,724.2
carne asada steak,carne asada,oz,1,62.23
torta carne asada,carne asada torta,sandwich,1,724.2
carne asada tortas,carne asada torta,sandwich,1,724.2
carne asada burrito,carne asada burrito,large burrito,1,879.56
elk chili con carne,elk chili,bowl (2 cups),1,460.19
burrito carne asada,carne asada burrito,large burrito,1,879.56
colombian carne bistec,carne bistec,cup,1,313.65
buffalo chili con carne,buffalo chili,bowl (2 cups),1,511.55
king taco carne asada tacos,king taco carne asada tacos,g,57,120
asada fries,carne asada fries,serving,1,1256.01
cebollita asada,cebollitas asadas,piece,1,16.24
cebollita asadas,cebollitas asadas,piece,1,16.24
cebollitas asada,cebollitas asadas,piece,1,16.24
cebollitas asadas,cebollitas asadas,piece,1,16.24
celery,celery,stalk,1,6.75
rib celery,celery,stalk,1,?
celery rib,celery rib,stalk,1,6.75
celery soup,cream of celery soup,bowl (2 cups),1,272.76
celery seed,celery seed,tsp,1,7.84
celery salt,celery salt,tsp,1,4.08
celery root,celeriac,cup pieces,1,41.85
celery stock,Vegetable stock,cup,1,13.2
celery cream,cream of celery soup,bowl (2 cups),1,272.76
celery seeds,celery seed,tsp,1,7.84
celery sticks,celary sticks,stalk,1,6.75
celery chopped,chopped celery,stalk,1,6.75
organic celery,organic celery,stalk,1,6.75
chopped celery,chopped celery,stalk,1,6.75
raw celery root,raw celeriac,cup,1,65.52
cream of celery,cream of celery soup,bowl (2 cups),1,272.76
farm stand celery,farm stand celery,medium stalks,2,15
celery peanut butter,celery with peanut butter,stalk,1,105.16
fat free celery soup,fat free cream of celery soup,"can, prepared",1,166.88
celery with peanut butter,celery with peanut butter,stalk,1,105.16
cheese,cheese,slice (1 oz),1,?
cheesecake,cheesecake,piece (1 NLEA serving),1,401.25
goat cheese,goat cheese,oz,1,74.84
blue cheese,bleu cheese,oz,1,100.08
feta cheese,feta,oz,1,74.84
cheese pizza,cheese pizza,large slice,1,452.2
cream cheese,cream cheese,tbsp,2,101.5
cheeseburger,cheeseburger,item,1,?
swiss cheese,swiss,"cup, shredded",1,424.44
cheese stick,Cheese stick,Stick,1,85.05
string cheese,string cheese,Stick,1,85.05
cottage cheese,cottage cheese,cup,0.5,106.58
grilled cheese,grilled cheese,sandwich,1,365.76
cheddar cheese,cheddar,oz,1,?
parmesan cheese,grated parmesan,tbsp,1,?
american cheese,american cheese,slice (3/4 oz),1,?
shredded cheese,shredded cheddar cheese,cup,0.25,?
mozzarella cheese,mozzarella,oz,1,?
sharp cheddar cheese,sharp cheddar,slice (1 oz),1,114.8
shredded cheddar cheese,shredded cheddar cheese,cup,0.25,114.13
chicken,chicken,oz,3,187
chickensalad,chicken salad,cup,0.5,253.99
whole chicken,whole chicken,chicken,1,1429.22
chicken salad,chicken salad,cup,0.5,253.99
chicken broth,broth chicken,cup,1,14.94
chicken thigh,chicken thigh,thigh with skin,1,278.2
chicken wings,Chicken wings,piece,1,87.74
fried chicken,fried chicken,piece,1,376.6
chicken curry,chicken curry,cup,1,243.26
chicken cutlet,chicken cutlet,cutlet,1,270.59
ground chicken,ground chicken,oz crumbled,3,160.65
chicken breasts,boneless skinless chicken breast,breast,1,198
grilled chicken,grilled chicken,piece,1,284.16
chicken sandwich,chicken sandwich,sandwich,1,467.5
rotisserie chicken,rotisserie chicken,half chicken,1,550.16
grilled chicken breast,grilled chicken breast,piece,1,?
skinless chicken breast,boneless skinless chicken breast,breast,1,?
catfish,catfish fillet,fillet,1,205.92
fried catfish,fried catfish,3-oz fillet,1,199.23
catfish filet,catfish fillet,fillet,1,205.92
asian catfish,asian catfish,fillet,1,205.92
catfish fillet,catfish fillet,fillet,1,205.92
blackened catfish,blackened catfish,6-ounce fillet,1,345.3
fried catfish filet,fried catfish filet,3-oz fillet,1,199.23
fried catfish fillet,fried catfish filet,3-oz fillet,1,199.23
fried catfish nugget,fried catfish nuggets,nugget,1,57.25
fried catfish nuggets,fried catfish nuggets,nugget,1,57.25
chips,potato chip,oz,1,148.96
sun chips,sunchips,oz,1,139.2
chia chips,Chia Seed Chips,Chip,1,19.37
corn chips,corn chip,oz,1,150.64
potato chips,potato chip,oz,1,148.96
banana chips,Banana Chips,oz,1,147.14
kettle chips,"potato chips, kettle cooked",oz,1,148.96
cheese chips,cheese flavor potato chips,bag (1.5 oz),1,210.8
pretzel chips,pretzel thin,oz,1,108.86
doritos chips,dorito,oz,1,147.14
chipotle chips,chipotle tortilla chips,side order,1,561.68
tortilla chips,tortilla chip,chip,1,14.16
chocolate chips,chocolate chip,cup,0.25,201.6
dark chocolate chips,dark chocolate chips,cup,0.25,229.32
chocolate chips cookie,chocolate chip cookie,"medium (3"" diameter)",1,147.6
tostitos tortilla chips,tostitos,chip,1,19.97
semi sweet chocolate chips,chocolate chip,cup,0.25,?
milk chocolate chocolate chips,milk chocolate chips,cup,1,?
chips ahoy chocolate chip cookies,chips ahoy,cookies,2,155.1
chocolate,chocolate,piece,1,37.45
chocolate milk,chocolate milk,cup,1,207.5
dark chocolate,dark chocolate,oz,1,154.79
chocolate chip,chocolate chip,cup,0.25,201.6
milk chocolate,milk chocolate,bar (1.55 oz),1,235.4
chocolate candy,chocolate,piece,1,37.45
chocolate cupcake,chocolate cupcake,cupcake,1,291.75
chocolate cookies,chocolate cookie,"medium (3"" diameter)",1,146.7
chocolate caramel,chocolate caramels,piece,1,35.3
cookies chocolate,chocolate cookie,"medium (3"" diameter)",1,146.7
chocolate milkshake,chocolate milk shake,fl oz,16,540.74
chocolate chip cookie,chocolate chip cookie,"medium (3"" diameter)",1,147.6
chocolate chip cookies,chocolate chip cookie,"medium (3"" diameter)",1,147.6
premier protein chocolate,premier protein premier protein chocolate,scoop,1,160
dark chocolate chip cookies,dark chocolate chip cookie,"medium (3"" diameter)",1,147.6
premier protein chocolate shake,premier protein high protein shake chocolate,shake,1,160
packaged chocolate chip cookies,packaged chocolate chip cookies,cookies,2,155.1
chowder,clam chowder,cup,1,200.66
fish chowder,salmon chowder,cup,1,290.52
crab chowder,Crab Chowder,bowl (2 cups),1,477.79
clam chowder,clam chowder,cup,1,200.66
corn chowder,corn chowder,bowl (about 2 cups),1,499.03
conch chowder,conch chowder,bowl (2 cups),1,511.05
salmon chowder,salmon chowder,cup,1,290.52
seafood chowder,seafood chowder,bowl (2 cups),1,531.35
haddock chowder,Haddock Chowder,cup,1,213.28
crab corn chowder,corn and crab chowder,bowl (2 cups),1,516.23
clam chowder soup,clam chowder,cup,1,200.66
corn chowder soup,corn chowder,bowl (about 2 cups),1,499.03
turkey corn chowder,turkey chowder,bowl (2 cups),1,485.11
potato corn chowder,potato chowder,bowl (2 cups),1,433.78
chicken corn chowder,chicken corn chowder,cup,1,485.11
crab and corn chowder,corn and crab chowder,bowl (2 cups),1,516.23
manhattan clam chowder,manhattan clam chowder,bowl (2 cups),1,268.8
new england clam chowder,new england clam chowder,cup,1,200.66
manhattan clam chowder soup,manhattan clam chowder,bowl (2 cups),1,268.8
progresso new england clam chowder,progresso new england clam chowder,cup,1,180
clams,clam,oz,3,125.8
fried clams,fried clams,small,20,?
clams fried,fried clams,small,20,379.76
canned clams,canned clams,oz,3,120.7
stuffed clams,stuffed clam,clam,1,127.88
clams in chicken soup,clams in chicken soup,cup,1,154.17
chinese clams in chicken soup,clams in chicken soup,cup,1,154.17
spanish clams in marinara sauce,spanish clams in marinara sauce,"cup, with shells",1,126
coffee,brewed coffee,cup (8 fl oz),1,2.37
coffeemate,coffee-mate creamer,tbsp,1,37.65
coffee milk,coffee milk,cup,1,220.37
coffee k cup,k cup coffee,cup (8 fl oz),1,2.37
decaf coffee,decaf coffee,serving 6 fl oz,1,3.58
brewed coffee,brewed coffee,cup (8 fl oz),1,2.37
coffee creamer,liquid creamer,tbsp,1,20.4
instant coffee,instant coffee,fl oz,1,0.6
coffee granules,instant coffee powder,tsp,1,3.53
mcdonalds coffee,mcdonald's coffee,cup (8 fl oz),1,2.37
coffee with milk,coffee with milk,cup,1,33.02
coffee ice creams,coffee ice cream,cup,1,466.55
coffee with cream,coffee with cream,cup,1,41.7
coffeemate vanilla,coffee mate vanilla creamer,tbsp,1,37.65
bulletproof coffee,bulletproof coffee,cup,1,327.35
coffeemate creamer,coffee-mate creamer,tbsp,1,37.65
coffeemate hazelnut,coffee mate hazelnut creamer,tbsp,1,?
coffee creamer caramel,vanilla caramel creamer,tbsp,1,?
dunkin donuts iced coffee,iced coffee,cup (8 fl oz),1,2.37
cookies,cookie,"medium (3"" diameter)",1,147.6
oreo cookies,oreo cookies,cookies,3,?
mint cookies,thin mint cookie,cookie,1,40.16
cream cookies,custard cream cookies,cookie,1,53.13
butter cookies,butter cookie,oz,1,140.1
oatmeal cookies,oatmeal cookie,"medium (3"" diameter)",1,135.46
coconut cookies,coconut cookie,"medium (3"" diameter",1,137.15
ice cream cookies,ice cream cookie sandwich,sandwich,1,472.82
snickerdoodle cookies,snickerdoodle,serving,1,92.55
cupcake cookies n cream,Cookies and cream cupcake,Cupcake with frosting,1,398.42
pecan chocolate chip cookies,chocolate pecan cookies,"medium (3"" diameter)",1,145.78
oatmeal chocolate chip cookies,oatmeal chocolate chip cookie,cookie,1,120.97
grandmas cookies chocolate chip,grandmas cookies chocolate chip,cookie,1,170
peanutters peanut butter cookies,peanutters peanut butter cookies,cookies,6,150
corn,corn,ear medium,1,98.88
corndog,corn dog,corndog,1,460.25
cornnuts,corn nuts,oz,1,123.61
cornmeal,corn meal,cup,1,441.64
can corn,"corn, canned",can (15 oz),1,176.65
cornetto,cornetto,cone,1,180.44
cornbeef,corned beef,oz,3,213.35
cornsalad,mache,cup,1,11.76
cornbread,cornbread,piece,1,172.9
corn chex,corn chex cereal,cup,1,120
cornstarch,cornstarch,cup,1,487.68
cornflakes,corn flakes,cup,1,99.96
canned corn,"corn, canned",can (15 oz),1,176.65
frozen corn,frozen corn,cup kernels,1,161.7
corned beef,corned beef,oz,3,213.35
creamed corn,creamed corn,cup,1,184.32
corn tortilla,corn tortilla,tortilla,1,52.32
corn tortillas,corn tortilla,tortilla,1,52.32
foster farms chicken corndog,foster farms chicken corn dog,corn dog,1,190
cupcakes,cupcake,cupcake,1,291.75
mini cupcakes,mini cupcake,mini cupcake,1,97.25
lemon cupcakes,lemon cupcake,cupcake,1,294.42
frosted cupcakes,cupcake,cupcake,1,291.75
vanilla cupcakes,vanilla cupcake,cupcake,1,293.25
pumpkin cupcakes,pumpkin cupcake,cupcake with frosting,1,303.7
meatloaf cupcakes,meatloaf muffin,muffin,1,227.92
choc chip cupcakes,chocolate chip cupcake,cupcake with frosting,1,343.65
red velvet cupcakes,red velvet cupcake,cupcake,1,253.01
pumpkin spice cupcakes,pumpkin cupcake,cupcake with frosting,1,303.7
snickerdoodle cupcakes,snickerdoodle cupcake,cupcake,1,342.95
chocolate chip cupcakes,chocolate chip cupcake,cupcake with frosting,1,343.65
mini cupcakes with icing,mini cupcake,mini cupcake,1,97.25
lemon cupcakes with icing,lemon cupcake with icing,cupcake,1,294.42
chocolate hostess cupcakes,hostess chocolate cupcake,cakes,2,330
hostess chocolate cupcakes,hostess chocolate cupcake,cakes,2,330
mini cupcakes with frosting,mini cupcake,mini cupcake,1,97.25
lemon cupcakes with frosting,lemon cupcake with frosting,cupcake,1,294.42
gluten free chocolate chip cupcakes,gluten free chocolate chip cupcake,cupcake with frosting,1,343.65
crab,crab,"cup, flaked and pieces",1,97.94
crabs,crab,"cup, flaked and pieces",1,97.94
crableg,king crab,leg,1,129.98
crabmeat,crab,"cup, flaked and pieces",1,97.94
crabcake,crab cake,medium cake,1,362.14
king crab,king crab,leg,1,129.98
snow crab,queen crab,crab,1,62.1
crabstick,crab stick,oz,3,80.75
crabapple,crabapples,cup slices,1,83.6
crab meat,crab,"cup, flaked and pieces",1,97.94
crab legs,king crab,leg,1,129.98
crab sushi,maryland roll,roll,1,469.23
crab cakes,crab cake,medium cake,1,362.14
crab stick,crab stick,oz,3,80.75
crab rangoon,crab rangoon,piece,1,64.57
crabstuffing,crab stuffing,cup,1,368.43
imitation crab,imitation crab,oz,3,?
soft shell crab,soft shell crab,oz,3,?
imitation crab meat,imitation crab,oz,3,80.75
curry,chicken curry,cup,1,243.26
dal curry,dhal curry,cup,1,234.97
currywurst,german currywurst,sausage with sauce,1,341.06
fish curry,fish curry,serving,1,307.21
thai curry,panang curry,cup,1,416.87
green curry,green curry,cup,1,328.39
curry sauce,curry sauce,cup,0.5,124.45
chiken curry,chicken curry,cup,1,243.26
curry leaves,curry leaf,leaves,5,0.12
curry powder,curry powder,tsp,1,6.5
salmon curry,salmon curry,cup,1,278.97
curry chicken,chicken curry,cup,1,243.26
lentils curry,dhal curry,cup,1,234.97
coconut curry,coconut curry,cup,1,?
vegetable curry,vegetable curry,serving,1,?
curry cauliflower,curried cauliflower,cup,1,61.36
chicken curry soup,chicken coconut soup,cup,1,184.59
chicken coconut curry,coconut curry,cup,1,320.03
coconut curry chicken,coconut curry,cup,1,320.03
cereal,cold cereal,cup,1,105.28
hot cereal,hot cereal,cup,1,150.04
cereal bar,cereal bar,bar,1,126.54
life cereal,life cereal,cup,1,159.59
corn cereal,corn cereal,cup,1,114.7
chex cereal,chex cereal,cup,1,114.7
cold cereal,cold cereal,cup,1,105.28
