food_name,brand_name_item_name,brand_name,serving_unit,serving_qty,nf_calories
Huevos Rancheros Burrito,UFood Grill Huevos Rancheros Burrito,UFood Grill,serving,1.0,340.0
Huevos Rancheros Verde,Artisan Bistro Huevos Rancheros Verde,Artisan Bistro,oz,7.0,200.0
"Huevos Rancheros, Charro Beans","El Fenix Restaurant Huevos Rancheros, Charro Beans",El Fenix Restaurant,serving,1.0,420.0
"Huevos Rancheros, Small","Boloco Huevos Rancheros, Small",Boloco,small serving,1.0,300.0
Lunch Huevos Rancheros,Abuelo's Lunch Huevos Rancheros,Abuelo's,Serving,1.0,1120.0
"Breakfast Huevos Rancheros, Black","Baja Fresh Breakfast Huevos Rancheros, Black",Baja Fresh,Serving,1.0,930.0
Veggie Chorizo Huevos Rancheros,Artisan Bistro Veggie Chorizo Huevos Rancheros,Artisan Bistro,oz,7.0,170.0
"Breakfast Huevos Rancheros, Pinto","Baja Fresh Breakfast Huevos Rancheros, Pinto",Baja Fresh,Serving,1.0,940.0
Huevos Rancheros with Chicken,Uncle Julio's Huevos Rancheros with Chicken,Uncle Julio's,Plate,1.0,1060.0
Quevos Rancheros,Quevos Quevos Rancheros,Quevos,chips,35.0,140.0
Huevos Rancheros Breakfast,Whole Foods Market Huevos Rancheros Breakfast,Whole Foods Market,meal,1.0,330.0
Rancheros Omelette with White Toast,Friendly's Rancheros Omelette with White Toast,Friendly's,salad,1.0,650.0
Crab Cake Rancheros,Bonefish Grill Crab Cake Rancheros,Bonefish Grill,Serving,1.0,860.0
Factory Huevos Rancheros,Cheesecake Factory Factory Huevos Rancheros,Cheesecake Factory,order,1.0,1010.0
"Huevos Rancheros, Big Bowl","Boloco Huevos Rancheros, Big Bowl",Boloco,big bowl serving,1.0,730.0
Hash Brown Patties,Great Value Hash Brown Patties,Great Value,patty,1.0,120.0
Hashbrowns,Trader Joe's Hashbrowns,Trader Joe's,potato patty,1.0,130.0
Hashbrown,Biscuitville Hashbrown,Biscuitville,Order,1.0,140.0
Shredded Hash Brown Potatoes,Ore Ida Shredded Hash Brown Potatoes,Ore Ida,cups,1.25,60.0
Chorizo Hash,Earls Chorizo Hash,Earls,grams,619.0,1740.0
Hash Brown,Sandella's Hash Brown,Sandella's,serving,1.0,110.0
Hashbrown Patty,Grandy's Hashbrown Patty,Grandy's,Patty,1.0,210.0
Shredded Hashbrown,McCain Shredded Hashbrown,McCain,cup,1.0,70.0
Hash Rounds,Popeye's Hash Rounds,Popeye's,order,1.0,360.0
Shredded Hashbrowns,Roundy's Shredded Hashbrowns,Roundy's,oz,3.0,80.0
Hash Brown Sticks,Whataburger Hash Brown Sticks,Whataburger,order,1.0,190.0
"Hash Rounds, Large","Hardee's Hash Rounds, Large",Hardee's,g,163.0,510.0
Parma Hash,First Watch Parma Hash,First Watch,serving,1.0,990.0
"Round Hashbrowns, Original","Watts Round Hashbrowns, Original",Watts,round hash browns,2.0,96.7300033569336
Mrs Browns Meatloaf,Charlie Brown's Fresh Grill Mrs Browns Meatloaf,Charlie Brown's Fresh Grill,serving,1.0,520.0
Charlie Browns Sampler Platter,Charlie Brown's Fresh Grill Charlie Browns Sampler Platter,Charlie Brown's Fresh Grill,serving,1.0,1980.0
Mrs Browns Meatloaf with Mashed Potatoes and Frizzled Onions,Charlie Brown's Fresh Grill Mrs Browns Meatloaf with Mashed Potatoes and Frizzled Onions,Charlie Brown's Fresh Grill,serving,1.0,1020.0
Veggie Hash Browns,Green Giant Veggie Hash Browns,Green Giant,patties,2.0,140.0
Black Cherry,Dr. Brown's Black Cherry,Dr. Brown's,can,1.0,180.0
Coleslaw,Brown's Chicken & Pasta Coleslaw,Brown's Chicken & Pasta,oz,4.5,130.0
Hash Browns (Large),Smitty's Hash Browns (Large),Smitty's,serving,1.0,580.0
O'Brien Hash Browns,Raley's O'Brien Hash Browns,Raley's,cup,0.6700000166893005,60.0
Pure Arrowroot Powder,Brownson Pure Arrowroot Powder,Brownson,cup,1.0,78.0
Shrimp,Brown's Chicken & Pasta Shrimp,Brown's Chicken & Pasta,oz,7.0,280.0
Vodka Sauce,The Brownstone Vodka Sauce,The Brownstone,cup,0.5,140.0
"Hash Browns, Southern","Great Value Hash Browns, Southern",Great Value,cup,84.0,70.0
Cheddar Cheese Hash Browns,Denny's Cheddar Cheese Hash Browns,Denny's,oz,5.0,250.0
Chicken Breast,Brown's Chicken & Pasta Chicken Breast,Brown's Chicken & Pasta,Piece,1.0,280.0
Breakfast Burrito,Hotzi Breakfast Burrito,Hotzi,burrito,1.0,550.0
Honey Chicken Biscuit,Hotzi Honey Chicken Biscuit,Hotzi,oz,5.300000190734863,440.0
Sausage & Egg Griddle Cake with Maple Flavored Syrup,Hotzi Sausage & Egg Griddle Cake with Maple Flavored Syrup,Hotzi,sandwich,1.0,400.0
"Sausage Roll, Jalapeno & Cheese","Hotzi Sausage Roll, Jalapeno & Cheese",Hotzi,oz,5.5,450.0
"Hot Sauce, Hot","Clancy's Fancy Hot Sauce, Hot",Clancy's Fancy,tsp,1.0,15.0
Hot Honey Hot Wings,KFC Hot Honey Hot Wings,KFC,Grams,26.0,90.0
"Chewy Candy, Fierce Cinnamon","Hot Tamales Chewy Candy, Fierce Cinnamon",Hot Tamales,pieces,16.0,110.0
Nashville Hot Hot Wings,KFC Nashville Hot Hot Wings,KFC,Grams,25.0,90.0
"Hot Sauce, El Tamarindo","Hot Mama Hot Sauce, El Tamarindo",Hot Mama,tsp,0.5,5.0
Hot Hot Sauce,The Flame Broiler Hot Hot Sauce,The Flame Broiler,oz,1.0,15.0
"Sizzlin' Hot Wings, Hot & Spicy","Pilgrim's Sizzlin' Hot Wings, Hot & Spicy",Pilgrim's,oz,3.0,150.0
"Hot Dog Buns, Enriched","Great Value Hot Dog Buns, Enriched",Great Value,bun,1.0,110.0
"Hot Cocoa Mix, Milk Chocolate Flavor","Swiss Miss Hot Cocoa Mix, Milk Chocolate Flavor",Swiss Miss,envelope,1.0,35.0
Cheese Crispy Crust Sandwiches,Hot Pockets Cheese Crispy Crust Sandwiches,Hot Pockets,piece,1.0,250.0
"Chewy Candies, Fierce Cinnamon","Hot Tamales Chewy Candies, Fierce Cinnamon",Hot Tamales,pieces,20.0,140.0
Chewy Cinnamon Candies,Hot Tamales Chewy Cinnamon Candies,Hot Tamales,pieces,20.0,140.0
"Chewy Cinnamon Flavored Candies, 3 Alarm","Hot Tamales Chewy Cinnamon Flavored Candies, 3 Alarm",Hot Tamales,pieces,20.0,140.0
Four Meat & Four Cheese Pizza,Hot Pockets Four Meat & Four Cheese Pizza,Hot Pockets,piece,1.0,310.0
"Veggie Dogs, Mini Corn Dogs","MorningStar Farms Veggie Dogs, Mini Corn Dogs",MorningStar Farms,pieces,4.0,170.0
Smart Dogs Plant Based Hot Dogs,Lightlife Smart Dogs Plant Based Hot Dogs,Lightlife,link,1.0,60.0
Corn Dogs,Fairgrounds Corn Dogs,Fairgrounds,corn dog,1.0,200.0
Smart Dogs Veggie Hot Dogs,Lightlife Smart Dogs Veggie Hot Dogs,Lightlife,link,1.0,60.0
Hot Dogs,Western Beef Hot Dogs,Western Beef,frank,1.0,60.0
Mini Corn Dogs,Schwans Mini Corn Dogs,Schwans,pieces,4.0,220.0
Classic Hot Dogs,Parkview Classic Hot Dogs,Parkview,link,1.0,120.0
Pretzel Dogs,Pretzelmaker Pretzel Dogs,Pretzelmaker,pretzel,1.0,480.0
Cheese Dogs,Oscar Mayer Cheese Dogs,Oscar Mayer,link,1.0,100.0
All American Hot Dogs,Vollwerth's All American Hot Dogs,Vollwerth's,wiener,1.0,180.0
Cheddar Corn Dogs,State Fair Cheddar Corn Dogs,State Fair,corn dog,1.0,230.0
"Corn Dogs, Mini","Ponderosa Steakhouse Corn Dogs, Mini",Ponderosa Steakhouse,Ounce,1.0,90.0
"Corn Dogs, Turkey","Ba-Go's Corn Dogs, Turkey",Ba-Go's,corn dog,1.0,210.0
"Hot Dogs, Natural Casing","Dearborn Hot Dogs, Natural Casing",Dearborn,link,1.0,200.0
Kids Corn Dogs,Ruby Tuesday Kids Corn Dogs,Ruby Tuesday,serving,1.0,640.0
Mini Bagel Dogs,Vienna Beef Mini Bagel Dogs,Vienna Beef,mini bageldogs,3.0,160.0
Mini Pretzel Dogs - 6,Pretzelmaker Mini Pretzel Dogs - 6,Pretzelmaker,mini pretzel dogs,6.0,300.0
Classic Corn Dogs,Meijer Classic Corn Dogs,Meijer,corn dog,1.0,220.0
Puppy Dogs,Ponderosa Steakhouse Puppy Dogs,Ponderosa Steakhouse,Ounce,1.0,70.0
Turkey Hot Dogs,Buffets Turkey Hot Dogs,Buffets,hotdog,1.0,130.0
Haiku Colada,Benihana Haiku Colada,Benihana,oz,12.0,200.0
Haiku Burrito,Maui Tacos Haiku Burrito,Maui Tacos,serving,1.0,620.0
Rice Vermicelli,Haiku Rice Vermicelli,Haiku,bundle,1.0,130.0
Asian Style Noodles,Haiku Asian Style Noodles,Haiku,package,1.0,180.0
Haiku Burrito (no src.),Maui Tacos Haiku Burrito (no src.),Maui Tacos,serving,1.0,590.0
Rice Noodles,Haiku Rice Noodles,Haiku,nest,1.0,180.0
"Green Tea, Organic Japanese Sencha","Haiku Green Tea, Organic Japanese Sencha",Haiku,teabag,1.0,5.0
Green Tea Asian Style Noodles,Haiku Green Tea Asian Style Noodles,Haiku,bundle,1.0,180.0
"Stir-Fry Sauce, Thai Curry","Haiku Stir-Fry Sauce, Thai Curry",Haiku,tbsp,1.0,25.0
Organic Japanese Kukicha Twig Tea,Haiku Organic Japanese Kukicha Twig Tea,Haiku,tea bag,1.0,5.0
"Hummus, Original","Hummuste Hummus, Original",Hummuste,oz,2.0,110.0
Smoked Hummus,Hummusphere Smoked Hummus,Hummusphere,tbsp,2.0,45.0
Avocado & Cilantro Hummus,The Hummus Guy Avocado & Cilantro Hummus,The Hummus Guy,tbsp,2.0,50.0
"Hummus Dressing, Greek Tzatziki","O'Dang Hummus Hummus Dressing, Greek Tzatziki",O'Dang Hummus,tbsp,2.0,25.0
"Organic Hummus, Classic","Love and Hummus Organic Hummus, Classic",Love and Hummus,tbs,2.0,50.0
Organic Hummus,Kirkland Signature Organic Hummus,Kirkland Signature,container,1.0,170.0
Classic Hummus,Sabra Classic Hummus,Sabra,tbsp,2.0,70.0
Garlic Hummus + Chipotle Chicken Breast,Hummus Plus Garlic Hummus + Chipotle Chicken Breast,Hummus Plus,package,1.0,540.0
"Hummus, Black Bean Traditional, Applewood Smoked","Hummusphere Hummus, Black Bean Traditional, Applewood Smoked",Hummusphere,tbsp,2.0,50.0
"Hummus, Garlic Herb Chicken Breast","Hummus Plus Hummus, Garlic Herb Chicken Breast",Hummus Plus,package,1.0,510.0
"Smoked Hummus, Fire Roasted Red Pepper","Hummusphere Smoked Hummus, Fire Roasted Red Pepper",Hummusphere,tbsp,2.0,50.0
"Hummus & Pita Chips, Classic Hummus","Tribe Hummus & Pita Chips, Classic Hummus",Tribe,hummus cup,1.0,130.0
Mushroom Hummus,Hummus And Pita Co. Mushroom Hummus,Hummus And Pita Co.,serving,1.0,120.0
Spicy Harissa Hummus,The Hummus Guy Spicy Harissa Hummus,The Hummus Guy,tbsp,2.0,50.0
Cake Batter Hummus,Hummus And Pita Co. Cake Batter Hummus,Hummus And Pita Co.,serving,1.0,100.0
"Hummus, Garlic & Chive","The Fresh Hummus Co. Hummus, Garlic & Chive",The Fresh Hummus Co.,tablespoons,4.0,140.0
"Hummus, Roasted Garlic & Chives","The Hummus Stop Hummus, Roasted Garlic & Chives",The Hummus Stop,tbsp,2.0,50.0
"Hummus, Roasted Garlic Masala","The Hummus People Hummus, Roasted Garlic Masala",The Hummus People,tbsp,2.0,40.0
Classic Iceberg Salad,Marketside Classic Iceberg Salad,Marketside,cups,1.5,15.0
"Protein Bar, Peanut Butter Chocolate","Protein Ice Protein Bar, Peanut Butter Chocolate",Protein Ice,bar,1.0,90.0
Iced Coffee Flavored Cream Ice,Rita's Ice Iced Coffee Flavored Cream Ice,Rita's Ice,Regular Size,1.0,330.0
"Protein Bars, Strawberries & Cream","Protein Ice Protein Bars, Strawberries & Cream",Protein Ice,bar,1.0,90.0
Iced Coffee Italian Ice with Chocolate Custard Gelati,Rita's Ice Iced Coffee Italian Ice with Chocolate Custard Gelati,Rita's Ice,Regular Size,1.0,400.0
Iced Coffee Italian Ice with Chocolate Custard,Rita's Ice Iced Coffee Italian Ice with Chocolate Custard,Rita's Ice,Regular Size,1.0,510.0
Iced Coffee Italian Ice with Chocolate Custard and Oreo,Rita's Ice Iced Coffee Italian Ice with Chocolate Custard and Oreo,Rita's Ice,Regular Size,1.0,590.0
Chocolate Ice Cream - Ice Cream Cake,MaggieMoo's Ice Cream & Treatery Chocolate Ice Cream - Ice Cream Cake,MaggieMoo's Ice Cream & Treatery,g,160.0,460.0
Durian Ice Bar,Tropical Ice Durian Ice Bar,Tropical Ice,bar,1.0,130.0
Iced Green Iced Tea,Benihana Iced Green Iced Tea,Benihana,oz,16.0,30.0
"Protein Bar, Chocolate Chip","Protein Ice Protein Bar, Chocolate Chip",Protein Ice,bar,1.0,90.0
Peppermint Ice Cream,Whitey's Ice Cream Peppermint Ice Cream,Whitey's Ice Cream,oz scoop,4.0,260.0
Pumpkin Ice Cream,Graeter's Ice Cream Pumpkin Ice Cream,Graeter's Ice Cream,cup,0.5,230.0
S'mores Flavored Cream Ice,Rita's Ice S'mores Flavored Cream Ice,Rita's Ice,Regular Size,1.0,450.0
Vanilla Ice Cream,Whitey's Ice Cream Vanilla Ice Cream,Whitey's Ice Cream,oz scoop,4.0,250.0
"Vanilla, Ice Cream","Thrifty Ice Cream Vanilla, Ice Cream",Thrifty Ice Cream,cup,0.5,140.0
Young Coconut Ice Bar,Tropical Ice Young Coconut Ice Bar,Tropical Ice,bar,1.0,130.0
Peach Ice Cream,Graeter's Ice Cream Peach Ice Cream,Graeter's Ice Cream,cup,0.5,200.0
Mango Ice,Philadelphia Water Ice Mango Ice,Philadelphia Water Ice,oz,4.0,110.0
"Peanut Butter, Creamy","Jif Peanut Butter, Creamy",Jif,tbsp,2.0,190.0
"High Protein Shake, Strawberries & Cream","Premier Protein High Protein Shake, Strawberries & Cream",Premier Protein,shake,1.0,160.0
"Protein Drink, Bananas and Cream","Premier Protein Protein Drink, Bananas and Cream",Premier Protein,shake,1.0,160.0
Creamy Peanut Butter,Jif Creamy Peanut Butter,Jif,tbsp,2.0,190.0
Sour Cream,Daisy Sour Cream,Daisy,tablespoon,2.0,60.0
"Protein Shake, Peaches & Cream","Premier Protein Protein Shake, Peaches & Cream",Premier Protein,shake,1.0,160.0
Original Cream Cheese,Philadelphia Original Cream Cheese,Philadelphia,oz,1.0,100.0
"Peanut Butter Spread, Creamy","Jif Peanut Butter Spread, Creamy",Jif,tbsp,2.0,190.0
"Ice Cream, Vanilla","Rebel Creamery Ice Cream, Vanilla",Rebel Creamery,cup,0.5,150.0
Pumpkin Spice Latte,Creamer Pumpkin Spice Latte,Creamer,tbsp,1.0,40.0
"Sweet Cream Butter, salted","Countryside Creamery Sweet Cream Butter, salted",Countryside Creamery,tbsp,1.0,100.0
"Meal Shake To Go, Cream","Slimfast Keto Meal Shake To Go, Cream",Slimfast Keto,bottle,1.0,180.0
"Coffee Creamer, Sweet Cream","International Delight Coffee Creamer, Sweet Cream",International Delight,tbsp,1.0,35.0
"Creamy Swiss, Light","The Laughing Cow Creamy Swiss, Light",The Laughing Cow,wedge,1.0,30.0
Light Sour Cream,Daisy Light Sour Cream,Daisy,tablespoons,2.0,40.0
"Protein Shake, Creamy Chocolate","Slimfast Protein Shake, Creamy Chocolate",Slimfast,bottle,1.0,180.0
"Sour Cream, Light","Daisy Brand Sour Cream, Light",Daisy Brand,tablespoons,2.0,40.0
Pure Irish Butter,Kerrygold Pure Irish Butter,Kerrygold,tbsp,1.0,100.0
Irish Whiskey Dark Chocolate With Irish Whiskey,Butler's Irish Whiskey Dark Chocolate With Irish Whiskey,Butler's,g,1.0,477.2099914550781
Irish Butter,Kerrygold Irish Butter,Kerrygold,tbsp,1.0,100.0
Original Irish Cream,Baileys Original Irish Cream,Baileys,ml,100.0,327.0
Irish Mint,YoCream Irish Mint,YoCream,Cup,0.5,100.0
Irish Cheddar,Unknown Irish Cheddar,Unknown,slices,2.0,110.0
Irish Oatmeal,McCann's Irish Oatmeal,McCann's,cup dry,0.25,150.0
Irish Cream,YoCream Irish Cream,YoCream,Cup,0.5,80.0
Foggy Irishman,Biggby Coffee Foggy Irishman,Biggby Coffee,fl oz,16.0,390.0
Irish Coffee,Crabby Joe's Irish Coffee,Crabby Joe's,cup,1.0,160.0
Irish Oatmeal Biscuits,Grace's Irish Oatmeal Biscuits,Grace's,g,100.0,549.3499755859375
Sandwich Bread,Irish Pride Sandwich Bread,Irish Pride,g slice,38.0,85.75
"Shake, Irish Crme","Crispers Shake, Irish Crme",Crispers,serving,1.0,1120.0
Irish Beef Lasagne,Wetherspoon Irish Beef Lasagne,Wetherspoon,serving,1.0,840.0
Irish Cream Chocolate,Baileys Irish Cream Chocolate,Baileys,g,100.0,574.1900024414062
Irish Cream Flavor,Bailey's Irish Cream Flavor,Bailey's,tbsp,1.0,35.0
Irish Goodbye,Bonefish Grill Irish Goodbye,Bonefish Grill,Serving,1.0,360.0
Irish Rich Barmbrack,McCann's Irish Rich Barmbrack,McCann's,g,100.0,312.8900146484375
Irish Soda Bread,Breadsmith Irish Soda Bread,Breadsmith,loaf,0.07000000029802322,160.0
Beef Stew,Kroger Beef Stew,Kroger,cup,1.0,220.0
Breast Stew,Tesco Breast Stew,Tesco,g,100.0,179.85000610351562
Pumpkin Donuts,Stewart's Pumpkin Donuts,Stewart's,donut,1.0,280.0
Stewed Tomatoes,Roundy's Stewed Tomatoes,Roundy's,cup,0.5,35.0
Oyster Stew,Bookbinder's Oyster Stew,Bookbinder's,cup,0.5,60.0
Root Beer,Stewarts Root Beer,Stewarts,fl oz,8.0,110.0
Stew Meat,Unknown Stew Meat,Unknown,oz,4.0,120.0
Mediterranean Stew,Commensal Mediterranean Stew,Commensal,ml,125.0,90.0
"Prunes, Stewed","Buffets Prunes, Stewed",Buffets,spoon,1.0,100.0
Moroccan Stew,100 Bowls Moroccan Stew,100 Bowls,oz,8.0,130.0
Thai Chick'n Stew,Veestro Thai Chick'n Stew,Veestro,oz,11.0,360.0
Vegetable Stew Mix,Marketside Vegetable Stew Mix,Marketside,cup,0.75,40.0
"Croissants, Butter","Stew Leonard's Croissants, Butter",Stew Leonard's,butter croissant,1.0,220.0
Hearty Seafood Stew,Buffets Hearty Seafood Stew,Buffets,spoon,1.0,100.0
Mini Bagels,Stew Leonard's Mini Bagels,Stew Leonard's,mini bagel,1.0,170.0
Traditional Beef Stew,Banquet Traditional Beef Stew,Banquet,cup,1.0,190.0
Brunswick Stew,Woody's BBQ Brunswick Stew,Woody's BBQ,order,1.0,70.0
Grinder Rolls,Stew Leonard's Grinder Rolls,Stew Leonard's,roll,1.0,270.0
Hearty Beef Stew,Nutrisystem Hearty Beef Stew,Nutrisystem,container,1.0,130.0
"Indiana Fit Popcorn, Parmesan and Herb, 4.4oz","Popcorn Indiana Indiana Fit Popcorn, Parmesan and Herb, 4.4oz",Popcorn Indiana,cups,3.25,130.0
Kettlecorn,Popcorn Indiana Kettlecorn,Popcorn Indiana,cups,1.3300000429153442,90.0
Spinach Wrap,Indianlife Spinach Wrap,Indianlife,spinach wrap,1.0,290.0
Spicy Chevdo,Indianlife Spicy Chevdo,Indianlife,cup,0.33000001311302185,140.0
Aloo Matar,Truly Indian Aloo Matar,Truly Indian,pack,0.5,150.0
Indian Palak Paneer,Amy's Indian Palak Paneer,Amy's,meal,1.0,300.0
Indian Plain Poppadoms,Sainsbury's Indian Plain Poppadoms,Sainsbury's,poppadoms,2.0,73.80000305175781
Indian Corn Candy,Brach's Indian Corn Candy,Brach's,pieces,19.0,140.0
Kettle Corn,Popcorn Indiana Kettle Corn,Popcorn Indiana,cups,2.0,130.0
Cheddar Popcorn,Popcorn Indiana Cheddar Popcorn,Popcorn Indiana,cups,2.5,150.0
Indian Spiced Mix,Tesco Indian Spiced Mix,Tesco,g,25.0,134.22999572753906
"Popcorn, Caramel","Popcorn, Indiana Popcorn, Caramel","Popcorn, Indiana",G,28.0,110.0
Caramel Popcorn,Popcorn Indiana Caramel Popcorn,Popcorn Indiana,cup,0.5,110.0
Indian Corn candy,Brach's Indian Corn candy,Brach's,g,39.0,140.0
Indian Piece Selection,ASDA Indian Piece Selection,ASDA,piece selection (ovenbaked),3.0,105.08999633789062
Kettlecorn Popcorn,Popcorn Indiana Kettlecorn Popcorn,Popcorn Indiana,cups,2.0,130.0
Indian Mattar Paneer,Amy's Indian Mattar Paneer,Amy's,meal,1.0,370.0
"Indian Bites, Spinach Pakoras","Sukhi's Indian Bites, Spinach Pakoras",Sukhi's,pieces,3.0,160.0
Indian Flavoured Grains,Merchant Gourmet Indian Flavoured Grains,Merchant Gourmet,serving,1.0,213.2899932861328
Real Mayonnaise,Best Foods Real Mayonnaise,Best Foods,tbsp,1.0,90.0
Foods,My Fit Foods,My Fit,g,439.0,370.0
"Food Bar, Chocolate Chip Cookie Dough","Larabar Food Bar, Chocolate Chip Cookie Dough",Larabar,bar,1.0,200.0
Dark Chocolate Nuggets,WinCo Foods Dark Chocolate Nuggets,WinCo Foods,cup,0.33000001311302185,100.0
Food Bar,Soylent Food Bar,Soylent,bar,1.0,250.0
Devil's Food,Duncan Hines Devil's Food,Duncan Hines,package,1.0,170.0
"Food Bar, Cherry Pie","Larabar Food Bar, Cherry Pie",Larabar,bar,1.0,200.0
Angel Food Smoothie,Smoothie King Angel Food Smoothie,Smoothie King,oz cup,20.0,350.0
"Baby Food, Banana","Hy-Vee Mother's Choice Baby Food, Banana",Hy-Vee Mother's Choice,pouch,1.0,80.0
"Cake, Angel Food","Brookshire's Cake, Angel Food",Brookshire's,slice,1.0,130.0
Devil's Food Cakes,Great Value Devil's Food Cakes,Great Value,cake,1.0,150.0
DevilOs Food Cake,K & W Cafeterias DevilOs Food Cake,K & W Cafeterias,serving,1.0,720.0
Horseradish Cheese Food,Hoffman's Horseradish Cheese Food,Hoffman's,oz,1.0,100.0
"Mayonnaise, Light","Best Foods Mayonnaise, Light",Best Foods,tbsp,1.0,35.0
Food Bars,2 Degrees Food Bars,2 Degrees,bar,1.0,190.0
Angel Food Cake,Hartford Farms Angel Food Cake,Hartford Farms,slice,1.0,90.0
"Athlete's Food, Chocolate","Nutrabolics Athlete's Food, Chocolate",Nutrabolics,scoops,2.0,275.0
"Baby Food, Bananas","Cottontails Baby Food, Bananas",Cottontails,pack,1.0,100.0
Italian Dressing,Olive Garden Italian Dressing,Olive Garden,tbsp,2.0,80.0
"Italian Style Entree, Spinach & Ricotta Cheese","Realgood Italian Italian Style Entree, Spinach & Ricotta Cheese",Realgood Italian,italian entree,2.0,190.0
Spicy Italian Sausage,Realgood Italian Spicy Italian Sausage,Realgood Italian,italian entree,2.0,250.0
"Italian Dressing, Light","Olive Garden Italian Dressing, Light",Olive Garden,tbsp,2.0,30.0
Italian Sausage,Piada Italian Street Food Italian Sausage,Piada Italian Street Food,oz,3.5,310.0
Italian Stuffed Mushrooms,Zio's Italian Kitchen Italian Stuffed Mushrooms,Zio's Italian Kitchen,plating,1.0,530.0
Italian Nachos,Zio's Italian Kitchen Italian Nachos,Zio's Italian Kitchen,plating,1.0,1580.0
"Italian Style Torta, Italian Sausage","Bertolli Italian Style Torta, Italian Sausage",Bertolli,torta,1.0,720.0
Lite Italian Dressing,Figaro's Italian Pizza Lite Italian Dressing,Figaro's Italian Pizza,pkt,1.0,45.0
Old Tyme 647 Italian Bread,Schmidt Old Tyme 647 Italian Bread,Schmidt,slice,1.0,40.0
Italian Sauce,Piada Italian Street Food Italian Sauce,Piada Italian Street Food,oz,1.0,120.0
"Italian Sausage, Hot","Wegmans Italian Classics Italian Sausage, Hot",Wegmans Italian Classics,grilled link,1.0,220.0
"Meatballs, Italian Style","Gina Italian Village Meatballs, Italian Style",Gina Italian Village,meatballs,6.0,210.0
Sweet Italian Dressing,Lonzerottis Italian Products Sweet Italian Dressing,Lonzerottis Italian Products,tbsp,2.0,150.0
Italian Salad With Chicken,Carrabba's Italian Grill Italian Salad With Chicken,Carrabba's Italian Grill,serving,1.0,850.0
"Pizza Topping, Italian Sausage","Carrabba's Italian Grill Pizza Topping, Italian Sausage",Carrabba's Italian Grill,serving,1.0,150.0
Italian Sausage Pizza,Biaggi's Ristorante Italiano Italian Sausage Pizza,Biaggi's Ristorante Italiano,Pizza,1.0,1600.0
Italian Shrimp Salad,Zio's Italian Kitchen Italian Shrimp Salad,Zio's Italian Kitchen,salad,1.0,1050.0
Italian Side Salad,Carrabba's Italian Grill Italian Side Salad,Carrabba's Italian Grill,serving,1.0,350.0
Jambalaya,Popeye's Jambalaya,Popeye's,order,1.0,190.0
Creole Jambalaya,Champps Creole Jambalaya,Champps,serving,1.0,1030.0
"Jambalaya, Large","Popeye's Jambalaya, Large",Popeye's,order,1.0,640.0
Cajun Jambalaya,Gluten Free Good Cajun Jambalaya,Gluten Free Good,g,23.0,80.0
